
"Meesho Supplier Panel"
"Supplier ID","2695279"
"Supplier Registered Name","PRINCE VIJAYBHAI BHANDERI"
"Supplier Email ID","wonnder.crate@gmail.com"
"Download Date & Time Stamp","1754228863000"

"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"187","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","175874345700423616","175874345700423616_1","2025-07-14","2025-07-23","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1877507279FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1877507279FPL",,"NA","NA"
"188","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176990663416496256","176990663416496256_1","2025-07-17","2025-07-23","Customer Return","FIRST_RET","2025-08-10","Shadowfax","R1331672297FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1331672297FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"189","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","176371675032536512","176371675032536512_1","2025-07-16","2025-07-23","Customer Return","FIRST_RET","2025-08-10","Shadowfax","R1337153194FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1337153194FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"190","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","1","175975826273335232","175975826273335232_1","2025-07-14","2025-07-22","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1877400054FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1877400054FPL",,"NA","NA"
"191","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6Combo JS 6","Free Size",,"Earrings & Studs","1","172287477262861504","172287477262861504_1","2025-07-04","2025-07-22","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815051983320","Returned","null","https://www.delhivery.com/track/package/1490815051983320",,"NA","NA"
"192","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","176718801465853377","176718801465853377_1","2025-07-16","2025-07-22","Customer Return","FIRST_RET","2025-08-09","Shadowfax","R1333671776FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1333671776FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"193","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","175147599228062848","175147599228062848_1","2025-07-12","2025-07-22","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081597102851","Returned","null","https://www.valmo.in/track/VL0081597102851",,"NA","NA"
"194","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178022100626623232","178022100626623232_1","2025-07-20","2025-07-22","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899577855FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899577855FPL",,"NA","NA"
"195","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","173758136896293120","173758136896293120_1","2025-07-08","2025-07-21","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1868454525FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1868454525FPL",,"NA","NA"
"196","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176620934270286272","176620934270286272_1","2025-07-16","2025-07-21","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1893055304FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1893055304FPL",,"NA","NA"
"197","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","174765188893700224","174765188893700224_1","2025-07-11","2025-07-21","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1874386664FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1874386664FPL",,"NA","NA"
"198","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","176301841879944322","176301841879944322_1","2025-07-15","2025-07-21","Customer Return","FIRST_RET","2025-08-08","Shadowfax","R1333581906FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1333581906FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"199","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176635664074537419","176635664074537419_1","2025-07-16","2025-07-21","Customer Return","FIRST_RET","2025-08-08","Shadowfax","R1333573726FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1333573726FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"200","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176609020249110848","176609020249110848_1","2025-07-16","2025-07-21","Customer Return","FIRST_RET","2025-08-08","Shadowfax","R1330479809FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1330479809FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"201","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","175913896551402432","175913896551402432_1","2025-07-14","2025-07-21","Customer Return","FIRST_RET","2025-08-08","Shadowfax","R1329877845FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1329877845FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"202","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","175259687704590080","175259687704590080_1","2025-07-12","2025-07-21","Customer Return","FIRST_RET","2025-08-08","Shadowfax","R1327576357FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1327576357FPL","Meesho Price","Don't need the product anymore","Found lower price elsewhere"
"203","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","2","176344445678014336","176344445678014336_1","2025-07-15","2025-07-20","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1879041964FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1879041964FPL",,"NA","NA"
"204","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","175974360492821696","175974360492821696_1","2025-07-14","2025-07-19","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1877552074FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1877552074FPL",,"NA","NA"
"205"," (Pack of 6) Drip Irrigation kit for Home Garden, Self-Watering Spikes for Plants, Automatic Plant Water Devices with Slow Release Control Valve Switch drip Irrigation System","irrigation 6p 1","Free Size",,"Automatic Irrigation Equipment","1","172281838457341122","172281838457341122_1","2025-07-10","2025-07-18","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1871589009FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1871589009FPL",,"NA","NA"
"206","Trendy Plastic Water Bottles - Spiral Design | 1000ml | BPA-Free & Leak Proof | Set of 3","layer 3 psc 05","Free Size",,"Water Bottles","1","174467477841705088","174467477841705088_1","2025-07-10","2025-07-18","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1872942233FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1872942233FPL",,"NA","NA"
"207","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","174832271584654464","174832271584654464_1","2025-07-11","2025-07-18","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1874747620FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1874747620FPL",,"NA","NA"
"208","New Fashionble Earrings (Pack of 2)","earring_1","Free Size",,"Earrings & Studs","1","174571409085842434","174571409085842434_1","2025-07-11","2025-07-18","Customer Return","FIRST_RET","2025-08-05","Shadowfax","R1326936623FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1326936623FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"209","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","175666618712476928","175666618712476928_1","2025-07-13","2025-07-18","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081608844806","Returned","null","https://www.valmo.in/track/VL0081608844806",,"NA","NA"
"210","Trendy Plastic Water Bottles - Spiral Design | 1000ml | BPA-Free & Leak Proof | Set of 3","layer 3 psc 05","Free Size",,"Water Bottles","1","174870959245555840","174870959245555840_1","2025-07-11","2025-07-17","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1874564395FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1874564395FPL",,"NA","NA"
"211","Trendy Plastic Water Bottles - Spiral Design | 1000ml | BPA-Free & Leak Proof | Set of 3","layer 3 psc 05","Free Size",,"Water Bottles","1","174886505131341952","174886505131341952_1","2025-07-11","2025-07-16","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1874350472FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1874350472FPL",,"NA","NA"
"212","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","174469946720404480","174469946720404480_1","2025-07-10","2025-07-16","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1873349003FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1873349003FPL",,"NA","NA"
"213","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6Combo JS 6","Free Size",,"Earrings & Studs","1","172398461399434560","172398461399434560_1","2025-07-05","2025-07-14","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1835081070FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1835081070FPL",,"NA","NA"
"214","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Drying rack 21","Free Size",,"Drying Racks","1","167861563393396864","167861563393396864_1","2025-06-24","2025-07-12","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1817857096FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1817857096FPL",,"NA","NA"
"215","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","174228673568719872","174228673568719872_1",,"2025-07-12","Courier Return (RTO)","forward_RTO","NA",,"SF1873377917FPL","Returned","null",,,"NA","NA"
"216","Trendy Plastic Water Bottles - Spiral Design | 1000ml | BPA-Free & Leak Proof | Set of 3","layer 3 psc 05","Free Size",,"Water Bottles","1","174508698843579712","174508698843579712_1",,"2025-07-12","Courier Return (RTO)","forward_RTO","NA",,"SF1873384121FPL","Returned","null",,,"NA","NA"
"217","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","170591637528481152","170591637528481152_1","2025-06-30","2025-07-10","Courier Return (RTO)","forward_RTO","NA","Xpress Bees","134095494125658","Returned","null","https://www.xpressbees.com/track?isawb=Yes&trackid=134095494125658",,"NA","NA"
"218","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Dry Stand DS03","Free Size",,"Drying Racks","1","168657920471958656","168657920471958656_1","2025-06-24","2025-07-09","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1819182676MEL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1819182676MEL",,"NA","NA"
"219","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Dry Stand DS03","Free Size",,"Drying Racks","1","168609292633591936","168609292633591936_1","2025-06-24","2025-07-09","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1819474462MEL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1819474462MEL",,"NA","NA"
"220","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","167567990907306496","167567990907306496_1","2025-06-21","2025-07-07","Courier Return (RTO)","forward_RTO","2025-06-30","Shadowfax","SF1808898608FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1808898608FPL",,"NA","NA"
"221","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","170888865174705664","170888865174705664_1","2025-06-30","2025-07-06","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1827455617MEL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1827455617MEL",,"NA","NA"
"222","Air-Tight Kitchen Storage Jars – Set of 24 | Multipurpose Container Set","silverline1","Free Size",,"Jars & Containers","1","170898326110178752","170898326110178752_1","2025-06-30","2025-07-06","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1823871165FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1823871165FPL",,"NA","NA"
"223","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Dry Stand DS03","Free Size",,"Drying Racks","1","168757972711869824","168757972711869824_1","2025-06-25","2025-07-04","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1820998752FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1820998752FPL",,"NA","NA"
"224","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","167219462003579008","167219462003579008_1","2025-06-20","2025-07-04","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1808882270FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1808882270FPL",,"NA","NA"
"225","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","168987935792795072","168987935792795072_1","2025-06-25","2025-07-02","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1820530745FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1820530745FPL",,"NA","NA"
"226","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Drying rack 21","Free Size",,"Drying Racks","1","166902520927575812","166902520927575812_1","2025-06-19","2025-07-01","Customer Return","FIRST_RET","2025-07-19","Shadowfax","R1300267726FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1300267726FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"227","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","169023164205075904","169023164205075904_1","2025-06-25","2025-07-01","Customer Return","FIRST_RET","2025-07-19","Shadowfax","R1301057591FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1301057591FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"228","WonderCrate Premium 24-Piece Silver Line Plastic Storage Container Set – Airtight Dabba Combo with Spoon Set","silverline2","Free Size",,"Jars & Containers","1","168968784005664128","168968784005664128_1","2025-06-25","2025-06-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1820035865FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1820035865FPL",,"NA","NA"
"229","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","166843290841875648","166843290841875648_1","2025-06-19","2025-06-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1807287645FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1807287645FPL",,"NA","NA"
"230","New Fashionble Earrings (Pack of 2)","earring_1","Free Size",,"Earrings & Studs","1","159739653468555778","159739653468555778_1","2025-05-31","2025-06-26","Customer Return","FIRST_RET","2025-07-14","Shadowfax","R1273955859FPL","Picked Up","2","https://track.shadowfax.in/track?order=return&trackingId=R1273955859FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"231","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","drying_rack_1","Free Size",,"Drying Racks","1","165274618914507840","165274618914507840_1","2025-06-15","2025-06-25","Customer Return","FIRST_RET","2025-07-13","Shadowfax","R1295108340FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1295108340FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"232","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Drying rack 21","Free Size",,"Drying Racks","1","166867549052044480","166867549052044480_1","2025-06-19","2025-06-23","Customer Return","FIRST_RET","2025-07-11","Shadowfax","R1291868296FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1291868296FPL","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"233","WonderCrate-Deluxe 3-Tier Foldable Stainless Steel Cloth Drying Stand with Wheels","Drying rack 21","Free Size",,"Drying Racks","1","166210368742655680","166210368742655680_1","2025-06-17","2025-06-23","Customer Return","FIRST_RET","2025-07-11","Shadowfax","R1291855359FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1291855359FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"234","WonderCrates Pyramid IQ Puzzle – Magic Speed Triangle Rubik’s Cube ","pyramid_cube","Free Size",,"Rubik Cubes","1","158594519019901376","158594519019901376_1","2025-05-30","2025-06-23","Courier Return (RTO)","forward_RTO","2025-06-04","Shadowfax","SF1768962155FPL","Returned","2","https://track.shadowfax.in/track?order=new&trackingId=SF1768962155FPL",,"NA","NA"
